year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1993,0,0.21629135390603,0.32020132156352,0,0.15837557857615,0,0,0.25376652082223,0.42328947368421,0,0.5428898828573,0.24531447936418,1.3716119343779,0,0.63929462215026,0.10490973455952,0,1.1277689792953,0.39786494456973,0,0.13411082315192,0,0,0.28044198099626,0,2.357900656045,0.25889312049267,0.142636575121,0,0.21337029396596,0.86809283947638,0,0,0,0.096786770637268,0.53807742872959,0,,0,0,0.24645454610853,1.1751368121991,0.22769293818213,0,0.11979981232405,0,0.13733587462939,0.13319907940161,0.34081075108977,0.21192485648188,2.9028958718423,0.39223598258029,0.77884574330626,0.08641514334881,0.34470282474309,0,0,0.26311255440543,0.29650774893214,0.25558122143747,0.14251962858065,0,,1.2628312135665,0.10160819705503,0,,0,0.44457540471457,0.22976911451611,,0,0.2558132359747,0,0.85647780272931,0.37350075284504,0.13663507559669,,0.39812963514414,0,0,,0.10666309669523,0,0,0,0.051748452362978,0.15682174887892,0.19343574797544,0.43573784204428,0.34590655807973,0.43273246758222,0.22042202311518,0.33841280695051,0.51542104145915,0.41975858241991,0.40737309364179,0.24782210029724,0.39529126933149,0.30557670810609,0.42487370092379,1.2805852310731,0.11276375709854,0,,0.43693492587224,0.847701665171,0,0.59772922672331,0.322013869453,0,0,0.31807424937139,0,0.50499675334714,0.54402341343192,0,0.65584725536993,0,0,0.3710060381928,0,0,0.3547207345065,0,,0,0.19799039857095,0.28517013596875,0,1.1504973498875,1.0531665719159,0,0,0.2754462637571,0.20237154150198,0.15518220400995,0.15351536590758,0,0.058078792428972,0.34468279103544,0,0.34033827105903,0.18759447913244,0,0.1549050107848,0,0.70626093430114,0.19502632740742,0,0.17430277309152,0.20795815863504,0,0.16506243386243,0,0.10587102633969,0.19313853721938,0.19733972187268,0.97317699240064,0.24007470906566,0.87036516853933,0,,0.59365278777717,0.92413410630746,0,0,0,0,0,0,0,0,0.39108972558711,0.24629307344239,0.77155326042932,0,0,0.38939315074785,0.74269603608792,0.44127537483803,0,0,0.91653053875787,0.51509377190652,0.25895623901355,0.069491620111732,0.051751442253309,0,0,0.23325604289213,0.1431488478824,0.62867291330701,0.40146607218236,0.49609765474817,0.065346267852331,0.25884336382021,,0.26360049321825,0,1.2273044788385,0.31544441015354,0.24851583276416,1.1133476290662,0,0,0,1.3518491825866,0.30687510238469,0.37509593832999,0.54801573886435,0.12904651162791,2.1716988569176,0,0.37774706941681,0.18799854307048,,,0.1834733595661,0.1276754295177,0.64456293359762
1994,0,0.16459313767434,0.33968715251216,0,0.10289882077355,0,0,0.24883901639144,0.4235762209393,0,0.53150857783322,0.24110824386881,1.4800677463745,0,0.64728899806984,0.11025965044637,0,1.0592904627131,0.3961554071622,0,0.14785290915689,0,0,0.29546439255872,0,0.57550287356322,0.2369301743686,0.14201785078876,0,0.1954125,0.8288369819593,0,0,0,0.093486703528173,0.53157003103465,0,,0,0,0.25683321537456,1.1034078263075,0.22686562094523,0,0.1770045510964,0,0.17566207269288,0.10722253930369,0.30776964224743,0.22636409073024,2.7031119090365,0.38606309837435,0.72264263215071,0.057419420231097,0.34918284156251,0,0,0.27283308350234,0.15984816284122,0.22524674010043,0.15259457083939,0,0.15138787748983,1.3400633039262,0.072233182087197,0,,0,0.46843415559772,0.22154456209421,,0,0.21689226039962,0,0.58502024291498,0.3582126344,0.15614298864682,,0.40034291804722,0,0,,0.12410243211942,0,0,0,0.015646084208728,0.18694343480236,0.1630202732828,0.4122370962371,0.32573438146463,0.42892201816841,0.20785128630334,0.38509484144381,0.55886417773166,0.41014632880944,0.40698505773731,0.23937226078303,0.39919099371314,0.3167404700038,0.45541882927165,1.2199041590673,0.11349879790694,0,,0.45294151418472,0.76688295482905,0,0.50960110858161,0.31992225741434,0,0,0.35269886821655,0,0.47643855509167,0.48970750317931,0,0.67578463558766,0,0,0.34834358448019,0,0,0.35980590961761,0,,0,0.17401372212693,0.2825632661854,0,1.3056314351755,0.88255399688265,0,0,0.26150063609214,0.18744680851064,0.16874183006536,0.17082156053032,0,0.062076897798225,0.33591903747779,0,0.32557639999533,0.20016694490818,0,0.11966580800745,0,0.65743906599447,0.19519136156779,0,0.19100275335287,0.21823988404773,0,0.17664005267923,0,0.11743825031047,0.1693411463102,0.2091131777315,0.91310313401853,0.24135278074232,0.85044316419233,0,,0.56722363245837,0.93302720119861,0,0,0,0,0,0,0,0,0.38164991398164,0.26714245926751,0.73184889556249,0,0,0.42331143559027,0.66010573403823,0.42888901906798,0,0,0.93791071136912,0.50453780034734,0.2660718689689,0.071892606798043,0.070626773182022,0,0,0.2336485926667,0.13835224325726,0.60846506481189,0.38747588637513,0.28668783585735,0.054750470934706,0.2659615570939,,0.21550503967403,0,1.1496396217682,0.2949244746878,0.2573565758975,1.6361301369863,0,0,0,1.4415004039814,0.31789884801807,0.35867259666861,0.536087626188,0.1091995447648,2.1406062525986,0,0.40419514082617,0.1978901734104,,,0.17902541106129,0.13552698646429,0.64178914897478
1995,0,0.15745034362964,0.36081491245731,0,0.26398620789429,0,0,0.26785811749789,0.50099255583127,0,0.5314931799118,0.24661910919926,1.332657225156,0,0.62413894985649,0.12584237407749,0,1.0642327187247,0.39046389118579,0,0.14528861510381,0,0,0.32189080875107,0,0.50591733571216,0.22244301578025,0.14516228151135,0,0.19083549351944,0.82903880768954,0,0,0.13379951355108,0.10189573459716,0.53124439724576,0,,0,0,0.25276820866142,1.0787011937528,0.18976824377991,0,0.12380042969683,0,0.15578445367246,0.1481001622551,0.30121851430198,0.26556026072155,2.5941961694719,0.34827913038327,0.67636976621081,0.070582117094447,0.32273048846313,0,0,0.32955951186894,0.26208835619602,0.24155510242527,0.15880913799129,0,0.16460016659725,1.1727079440758,0.077631130526381,0,,0,0.42351321626012,0.2209286365253,,0,0.21756565274891,0,0.21527621195039,0.35195749880688,0.15190686707928,,0.3946225139112,0,0,,0.12400462435846,0,0,0,0.068052533416226,0.20883588931943,0.16020085054055,0.40441247883664,0.33954545454545,0.42335603166637,0.19524473547678,0.3869500378177,0.57031716705158,0.38508480409555,0.401003610747,0.24723615888766,0.43680777105852,0.31139131347558,0.42753050852944,1.2684043630697,0.12538731142378,0,,0.42697358644047,0.59511873350923,0,0.45814434028828,0.33120540540541,0,0,0.42044187202091,0,0.46293233778655,0.36682151295503,0,0.7094422310757,0,0,0.40920287037605,0,0,0.33734677199673,0,,0,0.1879613447106,0.28443646519735,0,1.2156683010019,0.82672946101518,0,0,0.28251082581408,0.19224765868887,0.17585811774292,0.16938604748457,0,0.084923771880294,0.32875874242133,0,0.31268111897479,0.20678576790272,0,0.11482350677419,0,0.64573469695886,0.19044052885112,0,0.18995299150463,0.20692146076008,0,0.11890142782025,0,0.12714267260867,0.16149450369603,0.22126880545672,0.85784283790277,0.249501942198,0.85789132022396,0,,0.5510292994515,0.95648119653406,0,0,0,0,0,0,0,0,0.29071914287484,0.22659089407256,0.72884461409552,0,0,0.26977304964539,0.62993183726324,0.42918718172355,0,0,0.97147075878954,0.50023126134404,0.27291767945193,0.072905175007522,0.068687597950307,0,0,0.22241190813424,0.14006271696068,0.51481587924377,0.38173593219245,0.34056879966541,0.062343417783129,0.28645748750924,,0.23358520580632,0,1.0721867694446,0.28399634703196,0.25940637219967,1.788918177984,0,0,0,1.5266643432496,0.28733296670825,0.34484959539338,0.52788472695231,0.12533681605719,2.0606589147287,0,0.39886740911956,0.19804685330223,,,0.19525084873633,0.11784456186702,0.54456320881191
1996,0,0.13949882320366,0.35318753740384,0,0.22604132786921,0,0,0.26784478797198,0.35746587618916,0,0.52285200646783,0.25380119151616,1.2338217289996,0,0.63205351712954,0.12297502975373,0,1.0576586394169,0.39500554803624,0,0.13462001093494,0,0,0.30767729547672,0,0.33349594775356,0.19020433522021,0.15625909259134,0,0.18379268907237,0.82164521798288,0,0,0.13161928306551,0.10949100883877,0.53916774388735,0,,0,0,0.27276704922915,1.0243405201185,0.18909456167547,0,0.13047459179002,0,0.15019067457138,0.1648974912328,0.29443529688498,0.25863811357074,2.3464085297419,0.36421138781714,0.66550095170469,0.078366101694915,0.38110227799365,0,0,0.33544051961224,0.27269476981749,0.22687430289511,0.1379162761637,0,0.16403087478559,1.1575824310271,0.077014440035273,0,,0,0.45014193765986,0.22640673018372,,0,0.21666818596171,0,0.34260729976343,0.3565571946163,0.1540841340058,,0.39314218645205,0,0,,0.11178161897309,0,0,0,0.076014925373134,0.20496786429249,0.14207518146657,0.41459700278201,0.33128697252531,0.42631750263651,0.20388703708144,0.36768205788817,0.480421035114,0.37331803671189,0.3939633919699,0.2401776353177,0.46182008866854,0.30496898358522,0.43840446445558,1.1555887186802,0.14883758738417,0,,0.38805821619604,0.69781939140076,0,0.45153618906942,0.32783290488432,0,0,0.39267667258414,0,0.45947183098592,0.36373582967966,0,0.76987335126977,0,0,0.38418069636933,0,0,0.31971387321171,0,,0,0.18977704215753,0.27777642990961,0,1.3235673839185,0.82130207800184,0,0,0.25808817288268,0.14908394859174,0.17232668293383,0.17454895601054,0,0.082265630235207,0.33471953915444,0,0.31650826223134,0.20098821204207,0,0.12039441819062,0,0.59115957815517,0.19593913385679,0,0.1745320855615,0.22077601752282,0,0.17779418622727,0,0.11822979589241,0.16042667232733,0.21359795795251,0.84014136215628,0.22922625273576,0.83455478387063,0,,0.54338251882055,0.97203827383903,0,0,0,0,0,0,0,0,0.3116701502696,0.23729999352206,0.83308246073298,0,0,0.29589044381288,0.58820996787566,0.4326067458484,0,0,0.93686253313772,0.49915541422494,0.25328456698145,0.084179951690821,0.0669215806886,0,0,0.23372105502737,0.14150649150617,0.51360023300123,0.37707121943173,0.47238493723849,0.06193183210409,0.30071835101227,,0.23117120409282,0,1.2107867421562,0.2826449380359,0.2673746291338,1.5121152230841,0,0,0,1.5289726498255,0.282300459285,0.34919823896265,0.52619844427899,0.14074585275658,2.0827593658527,0,0.36797074030517,0.21605270677885,,,0.18974908972926,0.09519121152451,0.48888961849104
1997,0,0.11975001940843,0.31403826024183,0,0.1476588561553,0,0,0.25311214848372,0.43584200693888,0,0.51346869197772,0.24775195278789,1.112500933184,0,0.67986864873368,0.12663910412617,0,1.0030549408256,0.3645992545912,0,0.12390899689762,0,0,0.3263983444801,0,0.48977166276347,0.17888043964471,0.15939997968438,0,0.19402392005665,0.79664946976211,0,0,0.11899040337052,0.091420958118519,0.53199140184603,0,,0,0,0.29560512202663,0.93948305928357,0.19727742381467,0,0.17961455773956,0,0.14925323295489,0.15195232936078,0.29281111653774,0.22950314630309,2.3550592034446,0.36009689370191,0.64849643828006,0.067356247530798,0.32270566186625,0,0,0.32334531269752,0.19806020649064,0.24711652944611,0.16232431298511,0,0.1355845990816,1.0111567082513,0.079605087372415,0,,0,0.41479899215015,0.21742957953921,,0,0.20579335316177,0,0.3382845348215,0.33992099461562,0.16776723182175,,0.39614263874929,0,0,,0.12228942177592,0,0,0,0.097972825692073,0.20478173607627,0.14260630885915,0.39222471253786,0.32140575079872,0.42661172452344,0.21433082384162,0.35363619994333,0.38936658182962,0.35062276694858,0.40000218724254,0.23831762550774,0.48549522615488,0.30009542752737,0.43195727571284,1.067292754507,0.13138409760202,0,,0.41478081422697,0.6247057504764,0,0.39065648579045,0.39723764173529,0,0,0.40327806743762,0,0.40832904327092,0.32005380562717,0,0.6873851727261,0,0,0.35710880894877,0,0,0.30942643391521,0,,0,0.18396130815292,0.27717820859073,0,0.81342468805704,0.75755246822347,0,0,0.26817331321405,0.14438139879117,0.1685648944842,0.1720995818341,0,0.088013906165279,0.30832209075095,0,0.3281894816306,0.21139249100414,0,0.13055143477458,0,0.57689780957272,0.18653551786127,0,0.16864195892365,0.21914321898059,0,0.20417229421427,0,0.12589971940954,0.1697418261563,0.23227147503158,0.77170987608985,0.2322133048276,0.7453507145847,0,,0.53966985314127,0.89491889386777,0,0,0,0,0,0,0,0,0.25757851012784,0.19990577297569,0.83560210312076,0,0,0.32152969641938,0.55614969901851,0.42004137039431,0,0,0.96712017913157,0.50206277279572,0.25628545198675,0.085350101585644,0.074249327138497,0,0,0.20890778244122,0.13493608335345,0.55674813506086,0.38236393834272,0.35367017774852,0.066816568047337,0.31872236580729,,0.14041373801917,0,1.0055122860904,0.2707650273224,0.26421172271463,1.7039872853,0,0,0,1.5261744243941,0.26209704310039,0.32077198699112,0.51048454178184,0.13226889949857,1.9990158730159,0,0.37744201236806,0.26016334630944,,,0.19383350462487,0.11748028351802,0.45706337532775
1998,0,0.12473470550531,0.36616800604437,0,0.13678031158275,0,0,0.24691127250435,0.42242258425569,0,0.51010286369227,0.23777795898687,1.0745189860531,0,0.68924041131877,0.12078107346839,0,0.87892478844902,0.37552026886803,0,0.11881030538148,0,0,0.31193318103941,0,0.53437832362623,0.21200355284862,0.16514009876091,0,0.20410270612439,0.73628257317715,0,0,0.14379968794115,0.08694844789357,0.52057645116151,0,,0,0,0.2902863654481,0.83327531359744,0.19817120090026,0,0.057491673451262,0,0.14858805165319,0.13596695921528,0.29834660892429,0.22772012490417,0.12508026929052,0.35806975736568,0.6236824685828,0.060414004600051,0.29529330592788,0,0,0.30796557252553,0.23509202583255,0.26835628453451,0.16556036972848,0,0.10166782367234,0.88854319949548,0.08711079128726,0,,0,0.37242852303948,0.2200300381528,,0,0.20650254103141,0,0.36617483502632,0.33048682415247,0.16131356698262,,0.40088611762602,0,0,,0.13413967642766,0,0,0,0.087541776292398,0.22343475716793,0.19338427448603,0.37374246208199,0.302606499024,0.40988758213784,0.18979882923554,0.39689327163024,0.30578692904703,0.3389594257751,0.3920407934708,0.24031289793483,0.47862150686284,0.29383719399842,0.4247072145901,1.0496612066018,0.15502623952377,0,,0.37736840564436,0.6490066952036,0,0.35125127248049,0.41360727346607,0,0,0.40890355762004,0,0.40057484305272,0.27084566596195,0,0.78938739753457,0,0,0.35624185309691,0,0,0.29475744277073,0,,0,0.18838804933125,0.27766136568214,0,0.76821649976156,0.73298054919908,0,0,0.25134437565329,0.12267313630348,0.17189819270666,0.17110441578006,0,0.068834948450416,0.29684964770779,0,0.31015540708773,0.22204111023828,0,0.1169827401854,0,0.52611186707728,0.18302389108095,0,0.17563304096718,0.22042525655748,0,0.2002890566551,0,0.13361475160012,0.17245110487044,0.22758510308402,0.67839507038726,0.23963509893614,0.57836442819506,0,,0.48202813315283,0.9341202333925,0,0,0,0,0,0,0,0,0.24039824600072,0.1977221497212,0.85911281108738,0,0,0.27383120413156,0.53175941811855,0.39958192514708,0,0,0.94121688198625,0.4513660856178,0.25355452590686,0.083868694643496,0.06175258029176,0,0,0.20234643772796,0.13582136355057,0.57836710023131,0.38794466558322,0.38987183494842,0.056634562716816,0.30686872852499,,0.21092217135383,0,0.96680363212094,0.27476740777313,0.25632971759526,1.6675344962249,0,0,0,1.5024028019735,0.28843919476907,0.31386140859155,0.49284813489513,0.12946401928153,2.1296623218506,0,0.47027336393265,0.2584496838412,,,0.19493100216527,0.11420554191512,0.43943189234546
1999,0,0.18714312605886,0.30505429338729,0,0.16638964825952,0,0,0.2686862258933,0.36697568023116,0,0.50450421784707,0.22505965688305,0.90269194312796,0,0.64724021301094,0.12472953009118,0,0.81545912381606,0.34707305057904,0,0.14563739376771,0,0,0.29502416832528,0,0.47753696857671,0.18271433530024,0.16862189380974,0,0.1460129765424,0.6788649132329,0,0,0.12576683043421,0.079675250471711,0.50972437468255,0,,0,0,0.31252623315049,0.7720933004603,0.17385998164922,0,0.062356784683179,0,0.14850511945392,0.12070191838725,0.31424043715847,0.22171646915885,0.89510385756677,0.35541720485663,0.57220859256933,0.050287937149613,0.2747408233662,0,0,0.29072808931904,0.23628360668429,0.25922808800197,0.156006031161,0,0.10673260454624,0.83353829843626,0.081455942730814,0,,0,0.35370765193055,0.21088196120973,,0,0.21897442934907,0,0.31063860458411,0.3143975791411,0.15757118472157,,0.38624199451052,0,0,,0.13167573709706,0,0,0,0.090812794239823,0.23198310139165,0.20623003736859,0.36504114473265,0.31402519893899,0.40145874898449,0.21270713607483,0.48271271354004,0.25854577850877,0.31944471659294,0.37021548489172,0.2388770239741,0.48657285253591,0.30352276386887,0.41109478113023,0.81787284269144,0.15357159263172,0,,0.40109547798611,0.49203727234223,0,0.31811606183351,0.41912597581509,0,0,0.3993122966408,0,0.34191467115497,0.2644135511742,0,0.70251889168766,0,0,0.31817190874234,0,0,0.28671423717295,0,,0,0.20529834955565,0.27172319499577,0,0.5779052553664,0.69705827937095,0,0,0.25734637871376,0.11937001431786,0.17215121546855,0.15151653156025,0,0.094585458427233,0.27390748569131,0,0.31053166204795,0.22007216683995,0,0.12211100383421,0,0.57383262909117,0.18260658894136,0,0.22179199482145,0.21846348625789,0,0.18359513057137,0,0.13521723008467,0.17961583257843,0.22053379654789,0.6297516799473,0.26016676910944,0.53742416691013,0,,0.40843928762709,0.89475979509482,0,0,0,0,0,0,0,0,0.27239540013742,0.20100401606426,0.67460278568332,0,0,0.26618184729524,0.52229042568647,0.36472462665272,0,0,0.91348451246558,0.44429965065074,0.26329235037612,0.088530298305789,0.064924152394268,0,0,0.18426369128181,0.13304703427506,0.62116238331774,0.37761915446951,0.37912584777694,0.053505888499467,0.30617402938206,,0.29521378430121,0,1.0554965954449,0.26361255782828,0.26002177231662,1.6807455081791,0,0,0,1.3662524912377,0.26939573858998,0.30035522922172,0.47731033539748,0.1563904494382,2.0975984481752,0,0.51740396262848,0.24722220750388,,,0.21370381327562,0.085142446732104,0.4928150654885
2000,0,0.17760456497441,0.28028752303871,0,0.16834032163898,0,0,0.26196213552392,0.39693042291951,0,0.50375680053397,0.21961735006475,0.83912919830504,0,0.64219374679651,0.12530411326477,0,0.75002163682588,0.3404522565831,0,0.14041034790366,0,0,0.30524520137579,0,0.60014454664915,0.2142832832265,0.16602887400791,0,0.1713763111725,0.63155600877254,0,0,0.120545687603,0.085864599907612,0.50453216825999,0,,0,0,0.28310996789579,0.73157411324924,0.17105398379422,0,0.073861148386185,0,0.14199041903559,0.13412118696825,0.29639348208778,0.21566251039069,2.2857210851975,0.34830181302839,0.597928,0.036575443483961,0.24520242860111,0,0,0.29326907245813,0.22495405216174,0.2773437777892,0.15503348366817,0,0.10821927624507,0.73636320053694,0.085941842000794,0,,0,0.32428520259937,0.20033212961625,,0,0.21771095571096,0,0.31845141198953,0.30673725715711,0.14553413807911,,0.39080093808346,0,0,,0.1409247020116,0,0,0,0.0920384351407,0.23190299384312,0.18134872937628,0.33172399338364,0.30998415213946,0.39997397312317,0.22089188319972,0.44360398694404,0.25508150540465,0.31092148527247,0.36984192081127,0.23330958700236,0.49956408020924,0.30073118180385,0.42019129761707,0.91929519911245,0.15679995129302,0,,0.3799904618188,0.4622840498192,0,0.27704493765195,0.38933417243549,0,0,0.40678599681825,0,0.28952474517991,0.26193134077542,0,0.69152134006425,0,0,0.34146264443047,0,0,0.26795035009548,0,,0,0.20878813756696,0.26260571257319,0,0.43167814425516,0.68472654106457,0,0,0.26207588257792,0.13305169985918,0.17020321000627,0.14447280408379,0,0.084824794080692,0.2642295138398,0,0.31139895873506,0.21860533427329,0.082678443542612,0.23086302236489,0,0.61919000214854,0.17509410495276,0,0.22042355879463,0.22224555322948,0,0.18214547424093,0,0.11407016100971,0.18049158095604,0.22413462998132,0.58334778551616,0.24630695997437,0.54990057111949,0,,0.41944634913937,0.80519979837639,0,0,0,0,0,0,0,0,0.33820336019757,0.20588585017836,0.7862262566901,0,0,0.23946232079402,0.49313962390545,0.35262785388128,0,0,0.8850614328801,0.45614505602985,0.25985294732354,0.09936851601263,0.066447991165334,0.48663410301954,0,0.17233558375411,0.12561732573311,0.59210279387272,0.3835365200289,0.31061786807682,0.053333748236661,0.30114850870291,,0.21408586589484,0,1.0440212616412,0.27329350468913,0.26962910987073,1.587659971184,0,0,0,1.2344674076221,0.35034725051555,0.29319559203017,0.47174321866541,0.12572383339301,2.0084110603956,0,0.43917215134235,0.25966239784856,,,0.2122534570997,0.082266463892345,0.44665610757346
2001,0,0.17552455174669,0.2607058728346,0,0.16417973789638,0,0,0.25778883880487,0.3665767354986,0,0.49470493531067,0.22982637446733,0.74507556153607,0,0.46934386877375,0.13952829679717,0,0.71749567418197,0.33598205532586,0,0.15157520325203,0,0,0.23351973594479,0,0.55648416194672,0.217687998642,0.16817791775738,0,0.15947900014533,0.65555957549445,0,0,0.12697257026752,0.081759614438871,0.48944132837615,0,,0,0,0.24794457884734,0.69075193431641,0.16727489660988,0,0.052100966117839,0,0.14410448140801,0.15332131235881,0.30281179995927,0.20407469467986,2.2830065359477,0.33029716981132,0.58053740379823,0.032170146880362,0.25031991540612,0,0,0.2880593942958,0.24126778783959,0.23723078567448,0.15743617307175,0,0.10312850082372,0.70813382028045,0.097672394043528,0,,0,0.34659919746381,0.19868774002452,,0,0.21786561986489,0,0.25214073473798,0.30716297371513,0.15443514164468,,0.38399361523015,0,0,,0.14430436867191,0,0,0,0.10769924394812,0.25662975841874,0.16922567272955,0.32827147158942,0.29101352038223,0.38379165919322,0.23856587997389,0.46335558217543,0.29397659476824,0.30922365760576,0.39124663988925,0.23201168136261,0.50546740584974,0.2960493039667,0.40993960084034,0.77486430696375,0.13545657211581,0,,0.4062178472497,0.36832920083921,0,0.27532228360958,0.397603179604,0,0,0.42276202612297,0,0.28822946208296,0.26990458908921,0,0.70946857616286,0,0,0.36234973484594,0,0,0.25584141712358,0,,0,0.21657458563536,0.27341254149141,0,0.43117740833523,0.6991116638536,0,0,0.27219159551412,0.13866678565054,0.13212676570872,0.17529575504523,0,0.086236478925774,0.26646723526685,0,0.32023332930828,0.22378180988246,0.07262231137858,0.24325503242746,0,0.66140911104548,0.17696931555039,0,0.19696990477683,0.22145546030178,0,0.21983971109985,0,0.11788254808766,0.16060056657224,0.21168275513215,0.56962752791594,0.24026803460774,0.63106922476228,0,,0.41762477625609,0.78518544364511,0,0,0,0,0,0,0,0,0.34260449975048,0.21603700449636,0.82073365762644,0,0,0.24466355241931,0.50157928862542,0.36322407522399,0,0,0.84614843258903,0.43944357142577,0.25139032016913,0.10285540704739,0.071788319816317,0.50188999787641,0,0.17270182538155,0.1281520441235,0.54460269695461,0.3921251338995,0.2886096729385,0.059489186808885,0.31122376757711,,0.18942464857797,0,1.1082781596593,0.2750117124232,0.26638047098135,1.5432644275677,0,0,0,1.2026587905296,0.31090863010057,0.29035923561485,0.45959281727638,0.12487278143229,1.9526354214611,0,0.48097944343448,0.27814783665078,0,,0.22626612231059,0.082479324377543,0.39859796705223
2002,0,0.19598954248366,0.26343584167926,0,0.22979751915359,0,0,0.26993133561347,0.28206820682068,0,0.48646095785544,0.23204203035168,0.69354000935891,0,0.5105766136817,0.13847259627458,0,0.68448905333809,0.33058943621421,0,0.16617028164455,0,0,0.27490284801703,0,0.56469041357877,0.2120665742025,0.16047382285553,0,0.14878978663868,0.58351470569648,0,0,0.11680258419826,0.078412870656507,0.48046224608549,0,,0,0,0.2492272579664,0.6987820214033,0.16170508216473,0,0.037424370567953,0,0.15331051633713,0.14665500379395,0.30303516143299,0.20623987291501,2.1999533364442,0.32814324817518,0.55731617895139,0.034549815048169,0.24765168915152,0,0,0.29287352168656,0.25009699517045,0.2345127826502,0.15949423597069,0,0.095997121381737,0.64737960640966,0.099986459344181,0,,0,0.35462662160689,0.19425418286688,,0,0.20793483732211,0,0.21457199564633,0.30162708062474,0.15873521083478,,0.36824398249453,0,0,,0.14556315846638,0,0,0,0.12531812808567,0.26415310667196,0.17387992002889,0.30884699889882,0.30206248104337,0.37399546319792,0.23583743133655,0.43183183020187,0.32235632849231,0.28152218450907,0.3687631757324,0.23218482017649,0.4780526661044,0.30260870737411,0.40763349303676,0.80737951474134,0.11406170228284,0,,0.39778466900389,0.46921976344907,0,0.25822615035422,0.38068288338958,0,0,0.42416190135811,0,0.27216655148583,0.28186789952922,0,0.63708454810496,0,0,0.34735644659135,0,0,0.24786526057131,0,,0,0.21372665283131,0.27436729072359,0,0.42798140910531,0.70080576759966,0,0,0.2685238733338,0.12618930446194,0.12437735233773,0.14598655266871,0,0.069057186194417,0.26512678054969,0,0.30642046911332,0.22600521010307,0.075177450768232,0.25489134547813,0,0.63351760927348,0.1709499606271,0,0.24996433948807,0.22610792353831,0,0.17995413839051,0,0.12306735156175,0.15230516909852,0.20380238851237,0.54421240721912,0.25237273386512,0.58145571428571,0,,0.40247344509348,0.74365557695692,0,0,0,0,0,0,0,0,0.38714237486389,0.22314643663997,0.81101555209953,0,0,0.22399937319854,0.46581407714292,0.35294846329638,0,0,0.78290712082466,0.42279103656885,0.26010202702333,0.10486650636574,0.086016354462681,0.317776420281,0,0.17207128871809,0.12335373191944,0.41063263823605,0.39020330817195,0.21346022338728,0.063683681855538,0.30857118986374,0,0.21819831710939,0,1.1150341863645,0.27159785983222,0.25906945989704,1.6158794458397,0,0,0,1.1135154575891,0.25254741034654,0.27555460870498,0.45478562878303,0.12261770244821,1.9524432303748,0,0.59145163814451,0.30174468683531,0,,0.21140228072798,0.082074365631019,0.41609541130386
